post_id,user_id,text,created_at,topic,keyword,group,source_type
4934653209739618,3167104922,【#当了10年三甲医院院长的张云强落马#】据贵阳市纪委监委8月14日消息，贵阳市第一人民医院原党委副书记、院长张云强涉嫌严重违纪违法，目前正接受审查调查。2010年4月，张云强获“贵阳市先进工作者”荣誉称号。2011年至2021年间，张云强任贵阳市第一人民医院院长。#贵阳市一医院原院长涉嫌严重违纪违法被查#（长安街知事） http://t.cn/A60r3FNr,2023-08-14 15:01:09,反腐,落马,state_media,state_media_df
4935019125278519,1420157965,"【辟谣工作室 | #盘点医药反腐4大谣言#，媒体：#别让谣言成反腐绊脚石#】近期，席卷全国的医药反腐风暴备受外界关注。8月14日，上海辟谣平台发布消息称，近日有自媒体账号发文称上海众多医院下达“自查自纠”指令后，有医院收到数十亿“退款”。经核查比对，上述数据为自媒体账号拼凑编造。相关辟谣信息一经发布，迅速冲上热搜。
公开报道显示，自此次医药反腐风暴引发关注以来，几乎每天都有医院领导被查、医保局官员落马的信息爆出。在这些海量信息中，已有不少信息被相关方面证实系谣言或不实信息。有媒体就此发表评论称，医药反腐是民心所向，但要警惕谣言泛滥下有人浑水摸鱼，千万不能让谣言成为反腐路上的绊脚石。（上游新闻）http://t.cn/A60gc1e9 http://t.cn/A60gc1dy",2023-08-15 15:15:10,反腐,落马,state_media,state_media_df
4935369944736465,3167104922,【#公安局副局长落马称收钱多到认不清人#】1975年出生的易钢，曾任自贡市公安局大安分局团结派出所所长、大安分局巡逻防控大队大队长、贡井分局副局长等职。2012至2013年，易钢在辖区内一家店铺设置赌博游戏机供他人赌博，非法获利20余万元。2012至2018年，易钢先后接受50余人请托，共计收受贿赂54.2万元。由于送钱人数太多，一些人的名字易钢都记不清，只知道对方外号。（廉洁四川）http://t.cn/A60eWYju http://t.cn/A60el7MA,2023-08-16 14:29:12,反腐,落马,state_media,state_media_df
4935380195083696,1420157965,"【“医药反腐地图”再度刷新：#陕西首次通报院长被查#，广东落马人数暂列第一】#广东医药反腐落马人数暂列第一#据“清廉西安”微信公众号8月12日消息，西安市胸科医院党委副书记、院长李向前涉嫌严重违纪违法，目前正接受西安市蓝田县纪委监委纪律审查和监察调查。根据公开资料显示，今年以来，多地被曝多起医院院长、书记落马，而李向前被查让此前一直未被提及的陕西省也登上了“反腐地图”。
另据上观新闻15日梳理宜宾市纪委监委网站发现，今年以来，该市已有9家医院11个负责人被查。随着医疗反腐的深入，“反腐地图”的分布也发生了变化，上游新闻根据最新消息进行了整理。（上游新闻综合）",2023-08-16 15:09:56,反腐,落马,state_media,state_media_df
4935740066629127,1420157965,"【#盘点医药反腐中落马的80后#：局党组书记被查，药学部副主任主动投案】
今年以来，多地被曝多起医院院长、书记落马，上游新闻整理被查书记、院长名单发现，其中有至少四个是已退休人员；涉案人员中男性居多，根据抽样调查，落马书记、院长多为60后和70后。在这些落马人员中，也能见到80后的身影，因为种种原因，他们“早节不保”，原本光明的职业发展之路戛然而止。

药学部副主任主动投案

微信公众号“江西发布”8月16日消息，江西赣州龙南市第一人民医院药学部副主任肖凡婷涉嫌严重违法，主动投案，目前正接受龙南市监委监察调查。

肖凡婷，女，汉族，1981年12月出生，江西龙南人，大学本科学历，1999年8月参加工作。1999年8月至2018年4月，历任龙南县龙南镇卫生院药剂士、药剂师，龙南县中医院药剂师，龙南县人民医院药剂师；2018年4月至2020年12月，龙南县第一人民医院药剂科副主任；2020年12月至2022年4月，龙南市第一人民医院药剂科副主任；2022年4月，龙南市第一人民医院药学部副主任。
医保局党组书记被查

8月7日，辽宁省鞍山市纪委监委发布消息：海城市医疗保障局党组书记、局长张欢涉嫌严重违纪违法，目前正接受海城市纪委监委纪律审查和监察调查。

张欢曾多次以医保局局长的身份出镜当地广播问政栏目《舆情热线》，就海城市医疗保障领域工作推进、医保政策改革、药品名录调整、异地就医直接结算等相关热点话题现场讲解并接听听众热线，与听众互动。

公开资料显示，张欢1980年10月出生，2003年9月参加工作，1999年6月加入中国共产党，大学学历。

张欢曾任共青团海城市委员会副书记、书记；海城市八里镇党委副书记、镇长，党委书记；海城市东四街道党工委书记、人大工委主任；2021年3月，任海城市医疗保障局党组书记、局长。

副院长严重违法被立案审查调查

今年4月，据郴州发布报道，经桂阳县委批准，桂阳县纪委监委对桂阳县第一人民医院副院长肖军兵严重违纪违法问题进行了立案审查调查。

经查，肖军兵违反中央八项规定精神，接受可能影响公正执行公务的宴请，收受可能影响公正执行公务的礼品；利用职务上的便利，为相关医疗器材公司在医疗耗材采购、使用上谋取利益，并收受医疗耗材回扣，数额巨大，涉嫌受贿犯罪。

公开资料显示，肖军兵，男，汉族，1984年3月出生，湖南桂阳县人，大学文化。2008年5月参加工作，2019年9月加入中国共产党。

2008年5月至2021年2月，任桂阳县第一人民医院医师（期间：2019年12月聘为副主任医师）；2021年2月至今任桂阳县第一人民医院副院长。

卫健局党组书记被查

据南粤清风网5月15日消息，湛江市卫生健康局党组书记、局长林华坚涉嫌严重违纪违法，目前正接受湛江市纪委监委纪律审查和监察调查。

林华坚的简历显示，男，汉族，1980年1月出生，广东湛江人，大学本科学历，2003年8月参加工作，2008年6月加入中国共产党。

历任湛江市麻章区卫生和计划生育局党组书记、局长，区食品药品监督管理局局长，麻章区委常委、区政府党组成员，湛江市卫生健康局党组书记、局长。

85后卫生院院长被查

今年5月，据泉州安溪县纪委监委消息，安溪县龙涓中心卫生院院长陈俊超涉嫌严重违纪违法，目前正接受安溪县纪委监委纪律审查和监察调查。

陈俊超的简历显示，男，汉族，1986年2月出生，福建泉州安溪人，大学学历，2011年12月参加工作，2013年5月加入中国共产党。2017年8月至2020年4月，任安溪县长坑中心卫生院副院长；2020年4月至2021年5月，任安溪县祥华卫生院院长；2021年5月至被查，任安溪县龙涓中心卫生院院长。

（上游新闻综合）http://t.cn/A60kGRzx",2023-08-17 14:59:56,反腐,落马,state_media,state_media_df
4936091259898900,3167104922,【#川投集团落马官员说后悔沦为贪欲的奴隶#】“说自己是党员领导干部，但是把党员忘了，只把领导这两个字记住了……”8月18日，四川省纪委监委公布了川投集团原党委书记、董事长刘国强的忏悔实录。财迷心窍，他与送钱的老板称兄道弟；由收小钱到收大钱，沦为贪欲的奴隶。2022年12月，刘国强因犯受贿罪被判处有期徒刑十年，并处罚金人民币80万元。#川投集团原党委书记痛哭忏悔#（廉洁四川） http://t.cn/A60FaB1m,2023-08-18 14:15:27,反腐,落马,state_media,state_media_df
4936106334226950,1420157965,"【#已曝光落马院长书记们的忏悔#：鲜有提及病患】“当院长以后，想和我搞好关系的人多了，逢年过节送礼的人就多了。”据观察者网消息，8月16日，四川省宜宾市纪律检查委员会官方微信公众号“廉洁宜宾”发布《珙县人民医院原党委书记赵正冰 严重违纪违法被开除党籍和公职》一文，文中称四川省宜宾市珙县人民医院原党委书记赵正冰称，收礼从小的土特产到名贵的酒，收受钱款从几百元到上千上万元......他哭着忏悔道：“40年的工作，40年的工龄，就这样失去，我对不起组织的调用，对不起领导的关心，对不起亲人的关爱.....”
近期，医药领域的反腐风暴席卷全国，不少医药行业的官员、干部被曝“落马”，在媒体的公开报道中，他们不少都表现出了“悔恨”“忏悔”的情绪，然而，据上游新闻不完全统计，这些“落马”的书记、院长在忏悔的表态中，提到了领导，提到了家人，提到了自己，却鲜有提及与他们的工作岗位关系最为密切的人群——患者。而据此前南粤清风网统计，中山市坦洲人民医院原党总支书记、院长罗勇“落马”后，中山市坦洲人民医院今年1-5月门诊和住院次均费用同比下降16.6%、21.4%，人均就医成本下降1400余元。上游新闻对公开报道中部分“落马”医疗系统干部的“忏悔”进行了梳理。（上游新闻综合）http://t.cn/A60Fjrf9 http://t.cn/A60Fjrfy",2023-08-18 15:15:21,反腐,落马,state_media,state_media_df
4937981885155314,3167104922,【#四川一副县长称自己在哪哪就是中心#】8月23日，中央纪委国家监委刊文，剖析了四川省汉源县政协原党组书记、主席葛礼宏严重违纪违法案。葛礼宏痴迷赌博，在不法商人老板们的追捧下，他在牌局中“战无不胜”，还被老板们尊奉为“大哥”。“我在哪里，哪里就是中心”，葛礼宏曾这样描述自己。#落马副县长赢了牌局却进了监狱#（中央纪委国家监委网站）#雅安·汉源[地点]# http://t.cn/A6OZTd5v,2023-08-23 19:28:07,反腐,落马,state_media,state_media_df
mpGC55Qd8T,uPA3SEALM,《凤凰周刊》说，在经济领域，产业发展、社会分配和财政收支都呈现出极度的的结构扭曲，权贵资本横行无阻；在意识领域，“左”“右”阵营撕裂，改革共识越来越少，民众普遍陷入道德与价值的迷失；在社会领域，半城市化导致的社会不公使底层民怨积蓄，权力贪腐对社会剥夺肆无忌惮http://t.cn/SJeWpL,2012-01-02 23:30:16,反腐,贪腐,opinion_leader,opinion_leader_df
mevVYFyELA,uWWBLED4V,//@ukn：  实名举报:举报人张世立之女张颖慧 (他因贪腐特别的火.火的不得了[火炬][火炬][火炬])请正义的网友记住这张吃百姓肉喝百姓血的贪腐的嘴脸吧:他就是法院黑哨院长(李少波),2012-01-03 15:31:51,反腐,贪腐,opinion_leader,opinion_leader_df
m0kxA6epD1,uHJXMTUJE,反贪腐，从来都是讲得多，做的少//@uZXKF53MD： // @uVGJ5UUYT： : 看！把我们的公仆们累得不成人样喽。令人心疼哟...........,2012-01-03 20:58:00,反腐,贪腐,opinion_leader,opinion_leader_df
m7nJukVUTc,uWYNH5K3R,【和谐中国的“底线”】高铁，以不翻车为底线；食品，以不中毒为底线；贪腐，以不枪毙为底线；情妇，以不曝光为底线；强奸，以不戴套为底线；强拆，以不自焚为底线；城管，以不杀人为底线；剥削，以不饿死为底线；压迫，以不造反为底线！！！,2012-01-03 21:12:22,反腐,贪腐,opinion_leader,opinion_leader_df
mgwtduz9UL,uKPKXGIT5,木有指望中国的反贪腐机构如“中情局”、“克格勃”，但靠“勇敢”的偷、盗行为来打击腐败也忒杯具了吧[衰],2012-01-04 08:49:44,反腐,贪腐,opinion_leader,opinion_leader_df
m4wDhxFJ8D,uLCMKLWSG,一头政治光环的王书记真是难以撼易！全国劳模，是对卖力贪腐的表彰吗？省级人大代表，大陆岛的村民利益都被他一人代表了，名符其实！ //@uDSHWFNR： ,2012-01-04 09:12:36,反腐,贪腐,opinion_leader,opinion_leader_df
m4wDRp6kQU,uNEGMRSO0,#年终盘点# 2011的一年，如果用数字来描绘，将是爆点频出的一年。低迷的经济和股市自不待言，贪腐、事故、房地产，你所能想起的新闻都有数字的来龙去脉。财新网特汇集整理如下  http://t.cn/Sin5ZP,2012-01-04 16:03:03,反腐,贪腐,opinion_leader,opinion_leader_df
mdZXZEMenn,u3510EORM,//@uDZTTHURU：  回复@uMLLWC3W2： [思考][思考][闭嘴] //@uMLLWC3W2： [可怜]朱副书记说，其实村民的要求很低，只有两条，一是土地和民生问题；二是村官贪腐和村务不公开。[失望]自上而下的贪腐现象，导致官逼民反！//@u3510EORM：  //@uVEQVIWV5：  // @uR1WBBF0O： : // @uR1WDISP2： : 事情有转机了。,2012-01-05 08:58:28,反腐,贪腐,opinion_leader,opinion_leader_df
mc93AY8Top,uMLLDA2GD,//@ukn：  2012关键词：活着就是最大的胜利！ //@uGL2IEC4K： 2012：玛雅人的预言 //@uPVDKE3BG：  //@uB4GAOOLW： 最最感到恐惧和痛苦的是中国权贵和贪腐们！,2012-01-05 09:02:17,反腐,贪腐,opinion_leader,opinion_leader_df
mEjnZhm6no,u0AGNPBMD,许小年。犬儒。贪腐。 //@uHQYSOEOP： 需要更多的茅于轼；需要更多的吴敬琏；需要更多的张维迎；需要更多的@uW0EJ4SN2： ……中国的经济学界，犬儒太多，风骨太少；利益太多，见识太少；高情商的太多，高智商的太少；把现世作为唯一目标的太多，穷而后工死而后显者太少……这绝非民族之福。经济学家是社会的守望,2012-01-05 09:04:14,反腐,贪腐,opinion_leader,opinion_leader_df
mHBe6Vfkts,uI43YZ0UO,赞@许小年@刘胜军#贪腐加速体制衰犬儒报护体制存#中国社科院政治所房宁就是一个数典忘祖背叛共产党誓词的臭不要脸的犬儒！他狂叫#整党亡国反贪亡党不要政改#！吃喝打天下百姓的血肉坐江山就反脸不任亲打压抢农田夺民产！犬儒狂吠好真他妈坏瓜@老三届潘 //@uDG02DDM3： ,2012-01-05 10:03:04,反腐,贪腐,opinion_leader,opinion_leader_df
mJKKY4xoXk,uK3R05M4K,吴敬琏这句话也有错误之处，市场经济本身含有较大的无道成分，并不是什么真理。在贪腐的作用下，市场经济更成腐败的机器舞台，奸商贪官小人共舞。,2012-01-05 20:16:27,反腐,贪腐,opinion_leader,opinion_leader_df
mzqh52DH3y,uONPZQMFM,某省长因贪腐入狱，儿子大学毕业，找不着工作，探监时诉苦。爸爸写了一字条儿，让儿子找他以前的下属帮忙。儿子问：人走茶凉，现在写条子，有用吗？爸爸说：我在台上的时候，想让谁当官，就让谁当，现在，我在监狱里，想让谁进来，谁就得进来，放心吧，儿子，我的条子还是照样有效！”,2012-01-06 15:12:00,反腐,贪腐,opinion_leader,opinion_leader_df
mdZXLGrJAS,u1CRN2GFI,【清华校长贪腐门】1月2日下午清华大学建筑学院副院长尹稚连发数条微博，怒指清华校长顾秉林与“波士顿设计院”的机构有不正当合作关系，更斥其最无耻校长。但一天后副院长尹稚又发微博表示自己之前的言论为酒后乱言，一下推翻之前所有言论，并向校长道歉致意！！！（更多爆料@地球调震动了）,2012-01-07 09:50:03,反腐,贪腐,opinion_leader,opinion_leader_df
mppGY3WmNk,uB4GA2R5L,看历史书一样//@uHRVY4CP5：  涨薪难，不单国企工人如此，举国内的劳动人民皆如此，被压迫者众。问题日渐突出在于，既得利益者包括贪腐官众口味越来越大，手越伸越长，口袋越捂越紧，一个子儿也不会漏出。大抵都是对当下政治和经济没有真实的信心。//@uONP5QEOG：  才开年啊。,2012-01-07 11:06:00,反腐,贪腐,opinion_leader,opinion_leader_df
m2Dit5LrYl,uLUCJKVPN,贪官不死，贪腐不亡 //@uI43OEHTA： // @uPVDDMXNU： : 检察院人性化用的不是地儿,2012-01-07 13:58:47,反腐,贪腐,opinion_leader,opinion_leader_df
m6010kNaw5,uCBTLFYFL,制度设计有漏洞，实施过程中不透明，加之缺乏社会监督！//@uP2ZDOZS3： // @uRSRBECC5： : 确有贪腐，但这个问题没有你想像的简单，连一个基层校长甚至教师都参与了，就不光是腐败问题了，顶层设计和反腐并行不悖// @uJ2OA3K2L： : 别课题了，这是贪腐，课题无效！ // @uCBTDJQN5： : // @郭宇宽啊过于宽,2012-01-08 10:01:40,反腐,贪腐,opinion_leader,opinion_leader_df
mpGCeDegDh,uP2ZDY5US,中国的高等教育普及率远低于欧美，但知识分子似乎已经泛滥多余。最可笑的是，高学历官员之多，冠盖全球，而贪腐丑闻却远甚“低学历”官员的欧美日。,2012-01-08 10:23:29,反腐,贪腐,opinion_leader,opinion_leader_df
m2rvlHuHxF,uBIDX1RUL,烂透了只能拖着死，揭开怕感染死得更快！ //@uP2ZKNHEX： 这年头儿，脸皮厚过城墙转弯，还害臊吗？实在是不敢公布 。制度性贪腐深入骨髓，数字之大当是骇人听闻呀！// @uQHCVQ0KL： : 连前葡萄牙殖民地都这样做了，人民共和国还扭捏做甚？ // @uP2ZKNHEX： : 转发微博,2012-01-08 17:01:59,反腐,贪腐,opinion_leader,opinion_leader_df
mex2T5uGua,uWYNOTQBJ,[吃惊] //@uJ2OA3K2L：  //@ukn：  GC！！//@u351RKALM： // @ukn： : 就要曝光，让贪腐者提心吊胆// @uGL4YPAUJ： : 这样一弄没人敢去了，应该等他们出现在拍！// @ukn： : 对于不劳而获的掌权者，挥金如土是不会心疼的,2012-01-08 18:22:07,反腐,贪腐,opinion_leader,opinion_leader_df
4933263237585792,3288875501,"#内部举报医疗腐败值得鼓励#【#央媒呼吁让医疗回归治病救人初心#】连日来，医疗领域掀起的反腐风暴受到广泛关注，两组数字引发热议：先是“中纪委曝光一台直线加速器回扣1600万”，其贪腐数额之高令人触目惊心；后有媒体统计称，全国已有至少150余名医院院长、书记被查。
老百姓一向对医疗领域的腐败深恶痛绝，加大打击力度得到群众广泛支持，这从网民的反应就可以明显看出。医院本是救死扶伤的高尚场所，但近年来医疗腐败问题凸显，涉及医药购销、工程建设、物资采购等方面，严重影响医疗系统公信力和患者权益。从过去的案件来看，医药领域贪腐有收受医药代表回扣或贿赂的，也有虚报费用、变相输送利益的。医药领域与百姓息息相关，这一领域的腐败不仅会侵害患者权益，还可能影响医疗安全与质量，影响千家万户的幸福感。站在更高角度看，近年来我国深化医药卫生体制改革工作，群众“看病难、看病贵”等问题进一步缓解，公立医院“以药养医”、医保管理“九龙治水”等问题都不断得到解决……当下，对医疗领域展开反腐风暴，切实进行“刮骨疗伤”，可谓正当其时。让医疗回归“治病救人”的初心，还医疗系统一个清朗天空，是全社会的共同期盼。#医疗反腐#（新华每日电讯） http://t.cn/A60m5xje",2023-08-10 18:57:54,反腐,贪腐,state_media,state_media_df
4933640032617656,1893892941,"【#医药行业何来适当腐败#】#多名医保局长被调查# 全国160余名医院院长、书记被查，某地数百人主动说明问题、退赃……随着医药领域反腐行动持续升级，不法分子接连落网。而当公众拍手称快之时，舆论场上也冒出诸多奇谈怪论。

有人质疑，为何揪着医药行业不放，深化反腐是否小题大做？有人搬出“水至清则无鱼”那一套，称适当腐败是经济“润滑剂”，行业没有“油水”就没有发展动力。还有人扣了顶大帽子：说把丑闻这么往外捅，有污名化医护群体之嫌。

种种观点巧舌如簧，实则纯属诡辩乱谈。

第一，腐败行为，从来都是肥了个别人，坑了一大片。医药行业与每个人的生命健康息息相关，是应当最讲良心的行业。恶医贪的每一分钱，最终都会成为患者的就医成本。报道显示，某地一医院院长收取设备代理商高额回扣，涉案金额高达2980多万元。其被抓后，医院采购成本大幅减少，患者人均就医成本下降了1400余元。如果不揪出这样的蠹虫，有多少患者要为其贪欲埋单？

反腐无禁区、无特区、无盲区，也是在净化市场、保障公平。在最近曝光的典型案例中，某医院竟以3520万元买入一台进口价为1500万元的医疗器械，如此荒腔走板，概因该院院长从中吃掉了1600万元的回扣。一台设备背后就有千万赃款，其中涉及的利益输送链条更是弯弯绕绕。试想，如果企业将这些钱财物力用于医药研发、技术创新，将带来怎样的民生福祉与经济效益。

第二，大众深恶痛绝的是贪腐分子，绝非医护人员。这些年，那么多危急时刻，白衣战士如何挺身而出逆行向前，大家也都看在眼里，记在心里。然而，行业之水若不清，所有从业者都会为之所累。医患关系为何一度紧张，医护人员执业环境为何一度恶化，一大原因就是少数人伸出的黑手，抹黑了整个行业的形象。甚至有时医生正常开药、建议检查，都会被怀疑“为了提成”。工作难、做人难，如此这般，对想清清白白救死扶伤的医护人员是极大的不公。深化反腐，是清风正气、巩固行业公信力的必要之举。

新松恨不高千尺，恶竹应须斩万竿。肃清贪腐，肯定会让一些人感到痛。但只有动真格、去毒瘤，才能净化行业风气。我们期待这场反腐行动能够形成足够震慑，倒逼相关主体不敢腐、不能腐、不想腐。以此为基础，深化医药卫生体制改革，促进薪酬待遇真正公平，惠及的必将是整个行业与万千大众。（@北京日报 评论员 关末 图源：视觉中国）",2023-08-11 19:55:09,反腐,贪腐,state_media,state_media_df
4933860195833919,1974576991,"【#医院院长贪腐细节#：与药商交往“合作”，将成捆的现金提回家，一般20万元一捆，藏在沙发下衣柜里】2020年底，资阳市委巡察组在对资阳市人民医院开展巡察期间，发现2014年到2017年的3年多时间里，医院时任党委书记刘学鹏外出参加各类培训高达59次，累计报销各项费用20多万元，且很多培训和会议与其业务工作毫无关系。这背后，必有“猫腻”。资阳市纪委监委随即按程序初核报批，对刘学鹏涉嫌违纪违法问题进行了立案审查调查。

资阳市纪委监委第五纪检监察室副主任 张晓兰：初核发现，刘学鹏参加的这些培训，很多是理财和投资方面的内容，跟医院的业务是没有关系的。其次，这20多万元的报销凭证里，也存在大量的连号发票，有些还是5A级景区的住宿发票。我们顺着这条线索查，还进一步发现了刘学鹏涉嫌受贿犯罪的问题。

办案人员在调查中了解到，刘学鹏之所以能任资阳市人民医院党委书记一职，完全靠的是自己的专业技术水平和踏实的工作作风。2005年，资阳市出现人感染猪链球菌病例，刘学鹏力排众议，提出正确救治方案并成功抢救第一例患者，由此在业内赢得声誉。在“权威”和“声誉”加持下，下属们对他“霸道”的领导作风和私下交办的违规“报销单据”，更多选择了服从和落实。

但刘学鹏贪污腐败的一面并非与生俱来。在2006年，他还断然拒绝过送上门来的巨额好处费。当时，刘学鹏所在的中国南车集团资阳机车厂职工医院划归地方，组建资阳市人民医院。在医院拟采购重大医疗检测设备前，某供应商主动给刘学鹏送来30万元现金，希望得到关照。刘学鹏不仅不接受，还从维护医院利益、降低群众就医负担的角度出发，竭力压低采购价格。

令人未想到的是，刘学鹏一度坚定的“拒腐防变信念”并没能维持多长时间。当看到有药品供应商经常出入其他领导办公室时，他开始有所猜忌，心态也逐渐失衡。

资阳市人民医院原党委书记 刘学鹏：就总觉得自己在干，别人在收钱，心里不甘，看到这些心里慢慢就觉得不爽。

刘学鹏没有思考如何从制度机制上解决药品采购乱象，而是一心想着如何从中分利。随后，他打着降低成本、治理乱象的旗号，酝酿在全院开展一次药品采购改革，借机独揽药品采购的审批大权。消息一出，追逐利益、有所图谋的药商老板们纷纷找到刘学鹏。

资阳市纪委监委派驻市委政法委纪检监察组工作人员 孙乙策：在这次所谓的改革中，刘学鹏将市人民医院药品供应商从最多时候的200余家，压缩到与其有利益关联的7家，并最终缩减至5家。医院药品购销利益格局被打破重构。

有了与药商老板的深度交往“合作”，曾经埋头钻研业务的刘学鹏开始慢慢融入药商老板们的“生活圈”。他一边享受着众星捧月的感觉，一边见识着挥金如土的奢靡生活，做起了自己的发财梦。

资阳市人民医院原党委书记 刘学鹏：有个商人就把我拉到高档的酒吧去消费，他那个花钱简直是你看到都吓人，当时不知怎么我就想到我下乡的时候，跟农民一起吃牛皮菜，当时就有一种想法，就是自己有没有可能（实现）“财富自由”。

在刘学鹏看来，粗茶淡饭远没有在高级酒店大肆吃喝幸福，唯有个人实现“财务自由”，生活才能过得惬意。至此，他彻底开始了自己一手“问诊把脉”，一手“袖里吞金”的贪腐人生。

为了规避政府采购招投标政策，刘学鹏私自决定降低采购要求，违规采取以医院内部招投标的方式，帮助几家药品企业换着“名头”，长期向医院供药。对于一些私人关系较好的药品供应商，在购销合同到期后，刘学鹏违规略过招投标程序，直接续签合同，有时甚至连续签合同这样的“表面文章”也不做，直接拍板实施采购。

在此期间，受到关照的药商老板们则按照一定比例，向刘学鹏输送“感谢费”。

资阳市纪委监委派驻市公安局纪检监察组工作人员 蒋瑞：刘学鹏从商人处收受的基本上都是现金，他将成捆的现金提回家中，多的一部分就藏在沙发底下，一般20万元为一捆，少的一部分藏在衣柜里，挂着大衣口袋中，其余的更多的就藏在衣柜的顶部，利用其他物品进行遮挡。

2013年初，在刘学鹏的全力帮助下，某医药公司股东向某成功中标资阳市人民医院全自动生化分析设备租赁及耗材采购项目。由于向某一时拿不出承诺的“好处费”100万元，刘学鹏就强势要求他亲笔写下借条，并约定后期不仅要给“好处费”，还要给“借款利息”。

之后，向某在一次通话中表示，自己投资失败，无法继续归还这笔“好处费”。刘学鹏顿时气急败坏，扬言要扣留向某所属公司的药品货款，让其承担损失。

资阳市纪委监委第五纪检监察室副主任 张晓兰：向某及其关系人抵挡不过刘学鹏的威逼要挟，只好继续履行承诺，先后连本带息送予刘学鹏好处费共计186.5万元。

除了药品及耗材采购，医院工程建设项目是刘学鹏大搞权钱交易的又一重要领域。

2009年起，资阳市人民医院先后实施住院大楼、肿瘤中心大楼两个工程建设项目。在项目筹建初期，某建筑公司董事长隆某某承诺以总工程款的5%为“好处费”，在刘学鹏处了解到项目招标的重要信息，并得以顺利中标。中标后，隆某某又请托刘学鹏提前拨付工程预付款。刘学鹏在对方还未取得施工许可证的情况下，贸然同意提前拨付工程预付款900万元。

资阳市纪委监委派驻市农业农村局纪检监察组工作人员 李毅：上述两个工程还涉及一些增量项目，刘学鹏同样也没有按规定进行招标，而是直接打包给隆某某的公司承建。最终，刘学鹏先后9次收受隆某某及其关系人所送贿赂共计425万元。

正如刘学鹏在忏悔录中写道：“每当药商老板找我合作，给我许愿好处，次数多了，我就慢慢开始有了一种淡淡的‘期盼’。什么钱都想要，从骨子里散发出了腐败的恶臭，那时的我已经无可救药！”

调查查明，刘学鹏利用担任资阳市人民医院党委书记、院长的职务便利，为相关企业和个人谋取利益，非法收受他人财物共计1430多万元。那么，在非法财富积累的过程中，刘学鹏是否享受到了他所期待的“快乐”呢？

资阳市人民医院原党委书记 刘学鹏：我拿到这个钱之后，实际上每晚上睡不好，长期失眠，夜夜惊梦，一点好处都没有，那有什么好处呢，不是让你享受，完全是让你在惊恐当中（度过）。

2014年，资阳市周边某医院院长因贪腐问题被查，刘学鹏更是惴惴不安。此时的他已无心事业，只想着尽快退出一线，平安着陆。于是，在将资阳市人民医院纳入四川省人民医院托管这件事情上，他的态度发生了180度转变，由之前的反复拒绝变为了主动配合。

资阳市人民医院原党委书记 刘学鹏：巴不得，赶快就把这个院长交出来了，我都是提前，人家还没有来，我就提前把办公室给他准备好，我就退出来了。那个地方是一个可怕的一个“东西”，我就躲开它，就一直想平安退休了事了。

直到最后，刘学鹏终于明白，逾越纪法“红线”得来的所谓“繁花似锦”终究不过是“过眼云烟”，而那些自己处心积虑贪来的不义之财，也不过是“镜花水月”。

2022年8月，刘学鹏因严重违反党的纪律，构成职务违法并涉嫌受贿犯罪，被开除党籍并被取消享受的待遇。2022年12月，刘学鹏因犯受贿罪，被判处有期徒刑13年，并处罚金150万元，其违法所得予以全部追缴。

资阳市人民医院原党委书记 刘学鹏：当时能够多想一想，多想一下自己的家人，多想一下自己的父母，也不至于，我经常都自己暗暗流泪，我觉得太不值得，真的不值得，拿这些钱没什么用处，对我来讲都是害处。

作为医院的“一把手”，刘学鹏既没有发挥好“头雁”作用，也没有把管党治党第一责任人责任扛在肩上，不仅自身腐化堕落，还带坏了一些干部，严重破坏了医疗卫生系统的政治生态。资阳市纪委监委以查办刘学鹏严重违纪违法案件为抓手，进一步查办了市人民医院系列腐败案件，并对19名行贿人进行了严肃查处。（四川省纪委监委）",2023-08-12 10:30:00,反腐,贪腐,state_media,state_media_df
4933891897695158,3167104922,【#邓亚萍辟谣#：有关“涉贪腐被带走调查”等消息纯属造谣污蔑】邓亚萍@小个邓亚萍 12日发布律师声明：有关“邓亚萍涉嫌贪腐、被带走调查”等消息纯属造谣污蔑，邓亚萍女士予以强烈谴责。#邓亚萍辟谣涉贪腐传言# http://t.cn/A603jDWF,2023-08-12 12:35:58,反腐,贪腐,state_media,state_media_df
4933895609647333,1991123083,【#邓亚萍发声明辟谣#】#邓亚萍辟谣# 邓亚萍@小个邓亚萍 8月12日发布律师声明：有关“邓亚萍涉嫌贪腐、被带走调查”等消息纯属造谣污蔑，邓亚萍女士予以强烈谴责。详戳↓,2023-08-12 12:50:42,反腐,贪腐,state_media,state_media_df
4933896418365251,2271051770,【#邓亚萍发声明辟谣#】#邓亚萍辟谣# 邓亚萍@小个邓亚萍 12日发布律师声明：有关“邓亚萍涉嫌贪腐、被带走调查”等消息纯属造谣污蔑，邓亚萍女士予以强烈谴责。,2023-08-12 12:53:56,反腐,贪腐,state_media,state_media_df
